NUMANOMES;NOMMES;NUMMES;NOMMESANO;NOMBMSANO;NOMTMSANO;NOMSMSANO;NOMBMS;NOMTMS;NOMSMS
199301;JANEIRO;1;jan/93;1o BIMESTRE/1993;1o TRIMESTRE/1993;1o SEMESTRE/1993;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199302;FEVEREIRO;2;fev/93;1o BIMESTRE/1993;1o TRIMESTRE/1993;1o SEMESTRE/1993;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199303;MARÇO;3;mar/93;2o BIMESTRE/1993;1o TRIMESTRE/1993;1o SEMESTRE/1993;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199304;ABRIL;4;abr/93;2o BIMESTRE/1993;2o TRIMESTRE/1993;1o SEMESTRE/1993;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199305;MAIO;5;mai/93;3o BIMESTRE/1993;2o TRIMESTRE/1993;1o SEMESTRE/1993;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199306;JUNHO;6;jun/93;3o BIMESTRE/1993;2o TRIMESTRE/1993;1o SEMESTRE/1993;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199307;JULHO;7;jul/93;4o BIMESTRE/1993;3o TRIMESTRE/1993;2o SEMESTRE/1993;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199308;AGOSTO;8;ago/93;4o BIMESTRE/1993;3o TRIMESTRE/1993;2o SEMESTRE/1993;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199309;SETEMBRO;9;set/93;5o BIMESTRE/1993;3o TRIMESTRE/1993;2o SEMESTRE/1993;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199310;OUTUBRO;10;out/93;5o BIMESTRE/1993;4o TRIMESTRE/1993;2o SEMESTRE/1993;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199311;NOVEMBRO;11;nov/93;6o BIMESTRE/1993;4o TRIMESTRE/1993;2o SEMESTRE/1993;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199312;DEZEMBRO;12;dez/93;6o BIMESTRE/1993;4o TRIMESTRE/1993;2o SEMESTRE/1993;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199401;JANEIRO;1;jan/94;1o BIMESTRE/1994;1o TRIMESTRE/1994;1o SEMESTRE/1994;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199402;FEVEREIRO;2;fev/94;1o BIMESTRE/1994;1o TRIMESTRE/1994;1o SEMESTRE/1994;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199403;MARÇO;3;mar/94;2o BIMESTRE/1994;1o TRIMESTRE/1994;1o SEMESTRE/1994;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199404;ABRIL;4;abr/94;2o BIMESTRE/1994;2o TRIMESTRE/1994;1o SEMESTRE/1994;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199405;MAIO;5;mai/94;3o BIMESTRE/1994;2o TRIMESTRE/1994;1o SEMESTRE/1994;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199406;JUNHO;6;jun/94;3o BIMESTRE/1994;2o TRIMESTRE/1994;1o SEMESTRE/1994;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199407;JULHO;7;jul/94;4o BIMESTRE/1994;3o TRIMESTRE/1994;2o SEMESTRE/1994;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199408;AGOSTO;8;ago/94;4o BIMESTRE/1994;3o TRIMESTRE/1994;2o SEMESTRE/1994;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199409;SETEMBRO;9;set/94;5o BIMESTRE/1994;3o TRIMESTRE/1994;2o SEMESTRE/1994;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199410;OUTUBRO;10;out/94;5o BIMESTRE/1994;4o TRIMESTRE/1994;2o SEMESTRE/1994;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199411;NOVEMBRO;11;nov/94;6o BIMESTRE/1994;4o TRIMESTRE/1994;2o SEMESTRE/1994;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199412;DEZEMBRO;12;dez/94;6o BIMESTRE/1994;4o TRIMESTRE/1994;2o SEMESTRE/1994;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199501;JANEIRO;1;jan/95;1o BIMESTRE/1995;1o TRIMESTRE/1995;1o SEMESTRE/1995;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199502;FEVEREIRO;2;fev/95;1o BIMESTRE/1995;1o TRIMESTRE/1995;1o SEMESTRE/1995;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199503;MARÇO;3;mar/95;2o BIMESTRE/1995;1o TRIMESTRE/1995;1o SEMESTRE/1995;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199504;ABRIL;4;abr/95;2o BIMESTRE/1995;2o TRIMESTRE/1995;1o SEMESTRE/1995;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199505;MAIO;5;mai/95;3o BIMESTRE/1995;2o TRIMESTRE/1995;1o SEMESTRE/1995;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199506;JUNHO;6;jun/95;3o BIMESTRE/1995;2o TRIMESTRE/1995;1o SEMESTRE/1995;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199507;JULHO;7;jul/95;4o BIMESTRE/1995;3o TRIMESTRE/1995;2o SEMESTRE/1995;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199508;AGOSTO;8;ago/95;4o BIMESTRE/1995;3o TRIMESTRE/1995;2o SEMESTRE/1995;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199509;SETEMBRO;9;set/95;5o BIMESTRE/1995;3o TRIMESTRE/1995;2o SEMESTRE/1995;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199510;OUTUBRO;10;out/95;5o BIMESTRE/1995;4o TRIMESTRE/1995;2o SEMESTRE/1995;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199511;NOVEMBRO;11;nov/95;6o BIMESTRE/1995;4o TRIMESTRE/1995;2o SEMESTRE/1995;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199512;DEZEMBRO;12;dez/95;6o BIMESTRE/1995;4o TRIMESTRE/1995;2o SEMESTRE/1995;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199601;JANEIRO;1;jan/96;1o BIMESTRE/1996;1o TRIMESTRE/1996;1o SEMESTRE/1996;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199602;FEVEREIRO;2;fev/96;1o BIMESTRE/1996;1o TRIMESTRE/1996;1o SEMESTRE/1996;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199603;MARÇO;3;mar/96;2o BIMESTRE/1996;1o TRIMESTRE/1996;1o SEMESTRE/1996;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199604;ABRIL;4;abr/96;2o BIMESTRE/1996;2o TRIMESTRE/1996;1o SEMESTRE/1996;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199605;MAIO;5;mai/96;3o BIMESTRE/1996;2o TRIMESTRE/1996;1o SEMESTRE/1996;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199606;JUNHO;6;jun/96;3o BIMESTRE/1996;2o TRIMESTRE/1996;1o SEMESTRE/1996;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199607;JULHO;7;jul/96;4o BIMESTRE/1996;3o TRIMESTRE/1996;2o SEMESTRE/1996;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199608;AGOSTO;8;ago/96;4o BIMESTRE/1996;3o TRIMESTRE/1996;2o SEMESTRE/1996;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199609;SETEMBRO;9;set/96;5o BIMESTRE/1996;3o TRIMESTRE/1996;2o SEMESTRE/1996;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199610;OUTUBRO;10;out/96;5o BIMESTRE/1996;4o TRIMESTRE/1996;2o SEMESTRE/1996;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199611;NOVEMBRO;11;nov/96;6o BIMESTRE/1996;4o TRIMESTRE/1996;2o SEMESTRE/1996;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199612;DEZEMBRO;12;dez/96;6o BIMESTRE/1996;4o TRIMESTRE/1996;2o SEMESTRE/1996;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199701;JANEIRO;1;jan/97;1o BIMESTRE/1997;1o TRIMESTRE/1997;1o SEMESTRE/1997;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199702;FEVEREIRO;2;fev/97;1o BIMESTRE/1997;1o TRIMESTRE/1997;1o SEMESTRE/1997;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199703;MARÇO;3;mar/97;2o BIMESTRE/1997;1o TRIMESTRE/1997;1o SEMESTRE/1997;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199704;ABRIL;4;abr/97;2o BIMESTRE/1997;2o TRIMESTRE/1997;1o SEMESTRE/1997;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199705;MAIO;5;mai/97;3o BIMESTRE/1997;2o TRIMESTRE/1997;1o SEMESTRE/1997;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199706;JUNHO;6;jun/97;3o BIMESTRE/1997;2o TRIMESTRE/1997;1o SEMESTRE/1997;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199707;JULHO;7;jul/97;4o BIMESTRE/1997;3o TRIMESTRE/1997;2o SEMESTRE/1997;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199708;AGOSTO;8;ago/97;4o BIMESTRE/1997;3o TRIMESTRE/1997;2o SEMESTRE/1997;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199709;SETEMBRO;9;set/97;5o BIMESTRE/1997;3o TRIMESTRE/1997;2o SEMESTRE/1997;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199710;OUTUBRO;10;out/97;5o BIMESTRE/1997;4o TRIMESTRE/1997;2o SEMESTRE/1997;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199711;NOVEMBRO;11;nov/97;6o BIMESTRE/1997;4o TRIMESTRE/1997;2o SEMESTRE/1997;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199712;DEZEMBRO;12;dez/97;6o BIMESTRE/1997;4o TRIMESTRE/1997;2o SEMESTRE/1997;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199801;JANEIRO;1;jan/98;1o BIMESTRE/1998;1o TRIMESTRE/1998;1o SEMESTRE/1998;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199802;FEVEREIRO;2;fev/98;1o BIMESTRE/1998;1o TRIMESTRE/1998;1o SEMESTRE/1998;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199803;MARÇO;3;mar/98;2o BIMESTRE/1998;1o TRIMESTRE/1998;1o SEMESTRE/1998;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199804;ABRIL;4;abr/98;2o BIMESTRE/1998;2o TRIMESTRE/1998;1o SEMESTRE/1998;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199805;MAIO;5;mai/98;3o BIMESTRE/1998;2o TRIMESTRE/1998;1o SEMESTRE/1998;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199806;JUNHO;6;jun/98;3o BIMESTRE/1998;2o TRIMESTRE/1998;1o SEMESTRE/1998;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199807;JULHO;7;jul/98;4o BIMESTRE/1998;3o TRIMESTRE/1998;2o SEMESTRE/1998;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199808;AGOSTO;8;ago/98;4o BIMESTRE/1998;3o TRIMESTRE/1998;2o SEMESTRE/1998;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199809;SETEMBRO;9;set/98;5o BIMESTRE/1998;3o TRIMESTRE/1998;2o SEMESTRE/1998;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199810;OUTUBRO;10;out/98;5o BIMESTRE/1998;4o TRIMESTRE/1998;2o SEMESTRE/1998;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199811;NOVEMBRO;11;nov/98;6o BIMESTRE/1998;4o TRIMESTRE/1998;2o SEMESTRE/1998;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199812;DEZEMBRO;12;dez/98;6o BIMESTRE/1998;4o TRIMESTRE/1998;2o SEMESTRE/1998;6o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
199901;JANEIRO;1;jan/99;1o BIMESTRE/1999;1o TRIMESTRE/1999;1o SEMESTRE/1999;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199902;FEVEREIRO;2;fev/99;1o BIMESTRE/1999;1o TRIMESTRE/1999;1o SEMESTRE/1999;1o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199903;MARÇO;3;mar/99;2o BIMESTRE/1999;1o TRIMESTRE/1999;1o SEMESTRE/1999;2o BIMESTRE;1o TRIMESTRE;1o SEMESTRE
199904;ABRIL;4;abr/99;2o BIMESTRE/1999;2o TRIMESTRE/1999;1o SEMESTRE/1999;2o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199905;MAIO;5;mai/99;3o BIMESTRE/1999;2o TRIMESTRE/1999;1o SEMESTRE/1999;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199906;JUNHO;6;jun/99;3o BIMESTRE/1999;2o TRIMESTRE/1999;1o SEMESTRE/1999;3o BIMESTRE;2o TRIMESTRE;1o SEMESTRE
199907;JULHO;7;jul/99;4o BIMESTRE/1999;3o TRIMESTRE/1999;2o SEMESTRE/1999;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199908;AGOSTO;8;ago/99;4o BIMESTRE/1999;3o TRIMESTRE/1999;2o SEMESTRE/1999;4o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199909;SETEMBRO;9;set/99;5o BIMESTRE/1999;3o TRIMESTRE/1999;2o SEMESTRE/1999;5o BIMESTRE;3o TRIMESTRE;2o SEMESTRE
199910;OUTUBRO;10;out/99;5o BIMESTRE/1999;4o TRIMESTRE/1999;2o SEMESTRE/1999;5o BIMESTRE;4o TRIMESTRE;2o SEMESTRE
